User_ID,Movie_ID,Title,Release_Year,Genres
1323,1960,"Last Emperor, The",1987,Drama
1323,1961,Rain Man,1988,Drama
1323,1962,Driving Miss Daisy,1989,Drama
1323,1968,"Breakfast Club, The",1985,Comedy|Drama
1323,1973,"Freddy's Dead: The Final Nightmare (Nightmare on Elm Street Part 6: Freddy's Dead, A)",1991,Horror
1323,1974,Friday the 13th,1980,Horror|Mystery|Thriller
1323,1975,Friday the 13th Part 2,1981,Horror
1323,1976,Friday the 13th Part 3: 3D,1982,Horror
1323,1977,Friday the 13th Part IV: The Final Chapter,1984,Horror
1323,1978,Friday the 13th Part V: A New Beginning,1985,Horror
1323,1979,Friday the 13th Part VI: Jason Lives,1986,Horror
1323,1982,Halloween,1978,Horror
1323,1991,Child's Play,1988,Horror|Thriller
1323,1992,Child's Play 2,1990,Horror|Thriller
1323,1993,Child's Play 3,1991,Comedy|Horror|Thriller
1323,1997,"Exorcist, The",1973,Horror|Mystery
1323,1998,Exorcist II: The Heretic,1977,Horror
1323,1999,"Exorcist III, The",1990,Horror
1323,2001,Lethal Weapon 2,1989,Action|Comedy|Crime|Drama
1323,2003,Gremlins,1984,Comedy|Horror
1323,2004,Gremlins 2: The New Batch,1990,Comedy|Horror
1323,2011,Back to the Future Part II,1989,Adventure|Comedy|Sci-Fi
1323,2012,Back to the Future Part III,1990,Adventure|Comedy|Sci-Fi|Western
1323,2020,Dangerous Liaisons,1988,Drama|Romance
1323,2021,Dune,1984,Adventure|Sci-Fi
1323,2023,"Godfather: Part III, The",1990,Crime|Drama|Mystery|Thriller
1323,2026,Disturbing Behavior,1998,Horror|Thriller
1323,2028,Saving Private Ryan,1998,Action|Drama|War
1323,2036,Blank Check,1994,Children|Comedy
1323,2040,"Computer Wore Tennis Shoes, The",1969,Children|Comedy
1323,2067,Doctor Zhivago,1965,Drama|Romance|War
1323,2107,Halloween H20: 20 Years Later (Halloween 7: The Revenge of Laurie Strode),1998,Horror|Thriller
1323,2112,Grand Canyon,1991,Crime|Drama
1323,2122,Children of the Corn,1984,Horror|Thriller
1323,2124,"Addams Family, The",1991,Children|Comedy|Fantasy
1323,2135,Doctor Dolittle,1967,Adventure|Children|Musical
1323,2150,"Gods Must Be Crazy, The",1980,Adventure|Comedy
1323,2151,"Gods Must Be Crazy II, The",1989,Comedy
1323,2152,Air Bud: Golden Receiver,1998,Children|Comedy
1323,2153,"Avengers, The",1998,Action|Adventure
1323,2167,Blade,1998,Action|Horror|Thriller
1323,2168,Dance with Me,1998,Drama|Romance
1323,2169,Dead Man on Campus,1998,Comedy
1323,2174,Beetlejuice,1988,Comedy|Fantasy
1323,2194,"Untouchables, The",1987,Action|Crime|Drama
1323,2232,Cube,1997,Horror|Mystery|Sci-Fi|Thriller
1323,2266,"Butcher's Wife, The",1991,Comedy|Romance
1323,2268,"Few Good Men, A",1992,Crime|Drama|Thriller
1323,2289,"Player, The",1992,Comedy|Crime|Drama
1323,2291,Edward Scissorhands,1990,Drama|Fantasy|Romance
1323,2294,Antz,1998,Adventure|Animation|Children|Comedy|Fantasy
1323,2312,Children of a Lesser God,1986,Drama
1323,2315,Bride of Chucky (Child's Play 4),1998,Comedy|Horror|Thriller
1323,2320,Apt Pupil,1998,Drama|Thriller
1323,2329,American History X,1998,Crime|Drama
1323,2333,Gods and Monsters,1998,Drama
1323,2336,Elizabeth,1998,Drama
1323,2352,"Big Chill, The",1983,Comedy|Drama
1323,2353,Enemy of the State,1998,Action|Thriller
1323,2355,"Bug's Life, A",1998,Adventure|Animation|Children|Comedy
1323,2356,Celebrity,1998,Comedy
1323,2369,Desperately Seeking Susan,1985,Comedy|Drama|Romance
1323,2384,Babe: Pig in the City,1998,Adventure|Children|Drama
1323,2396,Shakespeare in Love,1998,Comedy|Drama|Romance
1323,2403,First Blood (Rambo: First Blood),1982,Action|Adventure|Drama|Thriller
1323,2407,Cocoon,1985,Comedy|Sci-Fi
1323,2408,Cocoon: The Return,1988,Comedy|Sci-Fi
1323,2428,"Faculty, The",1998,Horror|Sci-Fi
1323,2433,"Civil Action, A",1998,Drama
1323,2445,At First Sight,1999,Drama
1323,2451,"Gate, The",1987,Horror
1323,2455,"Fly, The",1986,Drama|Horror|Sci-Fi|Thriller
1323,2456,"Fly II, The",1989,Horror|Sci-Fi
1323,2470,Crocodile Dundee,1986,Adventure|Comedy
1323,2471,Crocodile Dundee II,1988,Action|Adventure|Comedy
1323,2474,"Color of Money, The",1986,Drama
1323,2479,Gloria,1999,Drama|Thriller
1323,2492,20 Dates,1998,Comedy|Romance
1323,2496,Blast from the Past,1999,Comedy|Romance
1323,2501,October Sky,1999,Drama
1323,2502,Office Space,1999,Comedy|Crime
1323,2503,"Apple, The (Sib)",1998,Drama
1323,2504,200 Cigarettes,1999,Comedy|Drama
1323,2505,8MM,1999,Drama|Mystery|Thriller
1323,2507,Breakfast of Champions,1999,Comedy|Sci-Fi
1323,2509,Eight Days a Week,1997,Comedy
1323,2515,Children of the Corn II: The Final Sacrifice,1993,Horror
1323,2516,Children of the Corn III,1994,Horror
1323,2517,Christine,1983,Horror
1323,2520,Airport,1970,Drama
1323,2522,Airport '77,1977,Drama
1323,2530,Beneath the Planet of the Apes,1970,Action|Sci-Fi
1323,2531,Battle for the Planet of the Apes,1973,Action|Sci-Fi
1323,2532,Conquest of the Planet of the Apes,1972,Action|Sci-Fi
1323,2533,Escape from the Planet of the Apes,1971,Action|Sci-Fi
1323,2535,Earthquake,1974,Action|Drama|Thriller
1323,2537,Beyond the Poseidon Adventure,1979,Adventure
1323,2539,Analyze This,1999,Comedy
1323,2540,"Corruptor, The",1999,Action|Crime|Drama|Thriller
1323,2541,Cruel Intentions,1999,Drama
1323,2542,"Lock, Stock & Two Smoking Barrels",1998,Comedy|Crime|Thriller
1323,2546,"Deep End of the Ocean, The",1999,Drama
1323,2555,Baby Geniuses,1999,Comedy
1323,2558,Forces of Nature,1999,Comedy|Romance
1323,2563,Dangerous Beauty,1998,Drama
1323,2567,EDtv,1999,Comedy
1323,2571,"Matrix, The",1999,Action|Sci-Fi|Thriller
1323,2579,Following,1998,Crime|Mystery|Thriller
1323,2580,Go,1999,Comedy|Crime
1323,2583,Cookie's Fortune,1999,Comedy|Drama
1323,2589,Friends & Lovers,1999,Comedy|Drama|Romance
1323,2594,Open Your Eyes (Abre los ojos),1997,Drama|Romance|Sci-Fi|Thriller
1323,2599,Election,1999,Comedy
1323,2605,Entrapment,1999,Crime|Thriller
1323,2616,Dick Tracy,1990,Action|Crime
1323,2618,"Castle, The",1997,Comedy
1323,2648,Frankenstein,1931,Drama|Horror|Sci-Fi
1323,2652,"Curse of Frankenstein, The",1957,Horror
1323,2677,Buena Vista Social Club,1999,Documentary|Musical
1323,2683,Austin Powers: The Spy Who Shagged Me,1999,Action|Adventure|Comedy
1323,2686,"Red Violin, The (Violon rouge, Le)",1998,Drama|Mystery
1323,2688,"General's Daughter, The",1999,Crime|Drama|Mystery|Thriller
1323,2689,Get Bruce,1999,Documentary
1323,2692,Run Lola Run (Lola rennt),1998,Action|Crime
1323,2694,Big Daddy,1999,Comedy
1323,2699,Arachnophobia,1990,Comedy|Horror
1323,2706,American Pie,1999,Comedy|Romance
1323,2707,Arlington Road,1999,Thriller
1323,2710,"Blair Witch Project, The",1999,Drama|Horror|Thriller
1323,2712,Eyes Wide Shut,1999,Drama|Mystery|Thriller
1323,2716,Ghostbusters (a.k.a. Ghost Busters),1984,Action|Comedy|Sci-Fi
1323,2717,Ghostbusters II,1989,Comedy|Fantasy|Sci-Fi
1323,2718,Drop Dead Gorgeous,1999,Comedy
1323,2722,Deep Blue Sea,1999,Action|Horror|Sci-Fi|Thriller
